year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths
2024,32,2024-08-06,2024-08-06,Haryana,Yamunanagar,Hepatitis A,Reported in Same Week,51,0
2024,32,2024-08-05,2024-08-06,Haryana,Karnal,Cholera,Reported in Same Week,369,0
2024,32,2024-08-05,2024-08-05,Haryana,Yamunanagar,Hepatitis A,Reported in Same Week,15,0
2024,32,2024-08-08,2024-08-08,Jammu and Kashmir,Bandipora,Typhoid,Reported in Same Week,22,0
2024,32,2024-08-05,2024-08-05,Jammu and Kashmir,Anantnag,Hepatitis A,Reported in Same Week,9,0
2024,32,2024-08-03,2024-08-06,Jammu and Kashmir,Doda,Chickenpox,Reported in Same Week,35,0
2024,32,2024-08-03,2024-08-05,Jammu and Kashmir,Rajauri,Acute Diarrheal Disease,Reported in Same Week,12,0
2024,32,2024-08-10,2024-08-10,Jharkhand,East Singhbum,Chickenpox,Reported in Same Week,10,0
2024,32,2024-08-08,2024-08-08,Jharkhand,Hazaribagh,Dengue,Reported in Same Week,45,0
2024,32,2024-08-06,2024-08-07,Jharkhand,West Singhbhum,Malaria,Reported in Same Week,9,0
2024,32,2024-08-06,2024-08-06,Jharkhand,Giridih,Acute Diarrheal Disease,Reported in Same Week,24,0
2024,32,2024-08-03,2024-08-05,Jharkhand,Saraikela Kharsawan,Food Poisoning,Reported in Same Week,45,0
2024,32,2024-08-09,2024-08-09,Karnataka,Kolar,Food Poisoning,Reported in Same Week,19,0
2024,32,2024-08-05,2024-08-06,Karnataka,Gadag,Dengue,Reported in Same Week,30,0
2024,32,2024-08-07,2024-08-07,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,15,0
2024,32,2024-08-05,2024-08-05,Kerala,"Thiruvananthap
uram",Primary Amoebic Meningo-encephalitis,Reported in Same Week,7,1
2024,32,2024-08-01,2024-08-05,Kerala,Kannur,Hepatitis A,Reported in Same Week,61,0
2024,32,2024-07-08,,Kerala,Kannur,Hepatitis A,Reported Late,56,0
2024,32,2024-08-10,2024-08-11,Madhya Pradesh,Guna,Acute Diarrheal Disease,Reported in Same Week,23,0
2024,32,2024-08-09,2024-08-10,Madhya Pradesh,Rajgarh,Acute Diarrheal Disease,Reported in Same Week,6,0
2024,32,2024-08-08,2024-08-08,Madhya Pradesh,Shahdol,Acute Diarrheal Disease,Reported in Same Week,7,2
2024,32,2024-08-08,2024-08-08,Madhya Pradesh,Rewa,Acute Diarrheal Disease,Reported in Same Week,7,0
2024,32,2024-08-08,2024-08-08,Madhya Pradesh,Mandla,Acute Diarrheal Disease,Reported in Same Week,14,0
2024,32,2024-08-08,2024-08-08,Madhya Pradesh,Guna,Acute Diarrheal Disease,Reported in Same Week,11,0
2024,32,2024-08-07,2024-08-09,Madhya Pradesh,Dindori,Acute Diarrheal Disease,Reported in Same Week,28,3
2024,32,2024-08-07,2024-08-07,Madhya Pradesh,Morena,Acute Diarrheal Disease,Reported in Same Week,11,0
2024,32,2024-08-07,2024-08-07,Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,Reported in Same Week,26,0
2024,32,2024-08-06,2024-08-10,Madhya Pradesh,Sheopur,Acute Diarrheal Disease,Reported in Same Week,7,0
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Vidisha,Acute Diarrheal Disease,Reported in Same Week,11,0
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Sehore,Malaria,Reported in Same Week,12,0
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Rewa,Acute Diarrheal Disease,Reported in Same Week,5,0
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Gwalior,Cholera,Reported in Same Week,7,0
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Chhatarpur,Acute Diarrheal Disease,Reported in Same Week,9,0
2024,32,2024-08-05,2024-08-08,Madhya Pradesh,Anuppur,Acute Diarrheal Disease,Reported in Same Week,40,0
2024,32,2024-08-05,2024-08-06,Madhya Pradesh,Harda,Cholera,Reported in Same Week,28,0
2024,32,2024-08-05,2024-08-05,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,94,1
2024,32,2024-08-05,2024-08-05,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,41,0
2024,32,2024-08-05,2024-08-05,Madhya Pradesh,East Nimar,Acute Diarrheal Disease,Reported in Same Week,50,2
2024,32,2024-08-04,2024-08-08,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported in Same Week,14,0
2024,32,2024-08-04,2024-08-05,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,7,3
2024,32,2024-08-04,2024-08-05,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,33,1
2024,32,2024-08-03,2024-08-05,Madhya Pradesh,Ujjain,Acute Diarrheal Disease,Reported in Same Week,6,0
2024,32,2024-08-03,2024-08-05,Madhya Pradesh,Anuppur,Acute Diarrheal Disease,Reported in Same Week,14,0
2024,32,2024-07-30,,Madhya Pradesh,Panna,Acute Diarrheal Disease,Reported Late,8,0
2024,32,2024-07-08,,Madhya Pradesh,Narsinghpur,Malaria,Reported Late,9,0
2024,32,2024-08-08,2024-08-09,Maharashtra,Ahmednagar,Acute Diarrheal Disease,Reported in Same Week,20,0
2024,32,2024-08-06,2024-08-06,Maharashtra,Palghar,Acute Diarrheal Disease,Reported in Same Week,249,1
2024,32,2024-08-05,2024-08-05,Maharashtra,Amravati,Acute Gastroenteritis,Reported in Same Week,26,0
2024,32,2024-08-05,2024-08-05,Maharashtra,Bhandara,Chickenpox,Reported in Same Week,18,0
2024,32,2024-08-03,2024-08-07,Maharashtra,Pune,Zika Virus,Reported in Same Week,1,0
2024,32,2024-08-01,,Maharashtra,Pune,Zika Virus,Reported Late,1,0
2024,32,2024-07-30,,Maharashtra,Pune,Zika Virus,Reported Late,3,0
2024,32,2024-07-29,,Maharashtra,Pune,Zika Virus,Reported Late,2,0
2024,32,2024-08-02,2024-08-08,Meghalaya,West Khasi Hills,Human Rabies,Reported in Same Week,1,1
2024,32,2024-08-10,2024-08-11,Odisha,Kalahandi,Acute Diarrheal Disease,Reported in Same Week,14,0
2024,32,2024-08-09,2024-08-09,Odisha,Malkangiri,Acute Diarrheal Disease,Reported in Same Week,7,0
2024,32,2024-08-08,2024-08-09,Odisha,Baleshwar,Food Poisoning,Reported in Same Week,112,0
2024,32,2024-08-08,2024-08-08,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,16,0
2024,32,2024-08-05,2024-08-06,Odisha,Kalahandi,Acute Diarrheal Disease,Reported in Same Week,38,0
2024,32,2024-08-05,2024-08-05,Odisha,Malkangiri,Acute Diarrheal Disease,Reported in Same Week,9,0
2024,32,2024-08-05,2024-08-08,Puducherry,Pondicherry,Typhoid,Reported in Same Week,22,0
2024,32,2024-08-03,2024-08-07,Punjab,Jalandhar,Acute Diarrheal Disease,Reported in Same Week,5,1
2024,32,2024-07-28,,Punjab,Kapurthala,Acute Diarrheal Disease,Reported Late,20,0
2024,32,2024-08-10,2024-08-10,Tamil Nadu,Sivaganga,Dengue and Chikungunya,Reported in Same Week,12,0
2024,32,2024-08-09,2024-08-10,Tamil Nadu,Tiruchirappalli,Hepatitis A,Reported in Same Week,10,0
2024,32,2024-08-08,2024-08-09,Tamil Nadu,The Nilgiris,Mumps,Reported in Same Week,14,0
2024,32,2024-08-08,2024-08-08,Tamil Nadu,"Ramanathapura
m",Mumps,Reported in Same Week,23,0
2024,32,2024-08-07,2024-08-09,Tamil Nadu,Ariyalur,Hepatitis A,Reported in Same Week,6,0
2024,32,2024-08-07,2024-08-08,Tamil Nadu,Dharmapuri,Mumps,Reported in Same Week,5,0
2024,32,2024-08-06,2024-08-07,Tamil Nadu,Sivaganga,Mumps,Reported in Same Week,8,0
2024,32,2024-08-06,2024-08-07,Tamil Nadu,Dindigul,Mumps,Reported in Same Week,26,0
2024,32,2024-08-06,2024-08-06,Tamil Nadu,Pudukkottai,Hepatitis A,Reported in Same Week,16,0
2024,32,2024-08-05,2024-08-07,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,Reported in Same Week,59,0
2024,32,2024-08-04,2024-08-05,Tamil Nadu,Villupuram,Acute Diarrheal Disease,Reported in Same Week,15,0
2024,32,2024-07-30,,Tamil Nadu,Tirunelveli,Dengue,Reported Late,111,0
2024,32,2024-07-29,,Tamil Nadu,Tiruchirappalli,Cholera,Reported Late,9,0
2024,32,2024-07-20,,Tamil Nadu,Tiruchirappalli,Mumps,Reported Late,26,0
2024,32,2024-08-07,2024-08-09,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,Reported in Same Week,20,0
2024,32,2024-08-05,2024-08-07,Uttar Pradesh,Deoria,Food Poisoning,Reported in Same Week,62,1
2024,32,2024-08-01,2024-08-06,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,21,1
2024,32,2024-07-27,,Uttar Pradesh,Gonda,Acute Diarrheal Disease,Reported Late,15,0
2024,32,2024-07-09,,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported Late,13,0
2024,32,2024-08-02,2024-08-05,West Bengal,Medinipur West,Food Poisoning,Reported in Same Week,45,0
2024,31,2024-08-01,2024-08-03,Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,Reported in Same Week,21,0
2024,31,2024-08-02,2024-08-03,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,27,0
2024,31,2024-08-02,2024-08-02,Bihar,Lakhisarai,Acute Diarrheal Disease,Reported in Same Week,34,0
2024,31,2024-08-01,2024-08-03,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,9,0
2024,31,2024-07-29,2024-07-31,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,23,0
2024,31,2024-07-27,2024-08-04,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,16,0
2024,31,2024-07-27,2024-07-30,Bihar,Samastipur,Acute Diarrheal Disease,Reported in Same Week,12,2
2024,31,2024-08-02,2024-08-04,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,Reported in Same Week,18,0
2024,31,2024-08-01,2024-08-02,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,17,0
2024,31,2024-08-01,2024-08-01,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,44,0
2024,31,2024-07-31,2024-08-01,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported in Same Week,17,0
2024,31,2024-07-31,2024-07-31,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported in Same Week,178,0
2024,31,2024-07-30,2024-07-31,Chhattisgarh,Jashpur,Malaria,Reported in Same Week,11,0
2024,31,2024-07-29,2024-07-30,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,50,0
2024,31,2024-07-28,2024-07-29,Chhattisgarh,Khairgarh Chhuikhadan Gandai,Acute Diarrheal Disease,Reported in Same Week,127,0
2024,31,2024-07-27,2024-07-29,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported in Same Week,61,0
2024,31,2024-07-26,2024-07-29,Chhattisgarh,Mohla Manpur Ambagarh Chouki,Acute Diarrheal Disease,Reported in Same Week,96,0
2024,31,2024-04-04,,Chhattisgarh,Raigarh,Dengue,Reported Late,160,0
2024,31,2024-08-04,2024-08-04,Gujarat,Anand,Cholera,Reported in Same Week,375,0
2024,31,2024-07-27,2024-07-30,Gujarat,Kheda,Acute Diarrheal Disease,Reported in Same Week,93,0
2024,31,2024-08-02,2024-08-03,Jammu and Kashmir,Udhampur,Cholera,Reported in Same Week,173,2
2024,31,2024-07-30,2024-07-30,Jammu and Kashmir,Samba,Typhoid,Reported in Same Week,7,0
2024,31,2024-07-30,2024-07-31,Jharkhand,Hazaribagh,Acute Diarrheal Disease,Reported in Same Week,45,0
2024,31,2024-07-30,2024-07-30,Jharkhand,West Singhbhum,Malaria,Reported in Same Week,16,0
2024,31,2024-07-30,2024-07-31,Karnataka,Chikkamagaluru,Acute Diarrheal Disease,Reported in Same Week,45,0
2024,31,2024-07-30,2024-07-30,Karnataka,Raichur,Acute Diarrheal Disease,Reported in Same Week,52,0
2024,31,2024-07-29,2024-07-30,Karnataka,Chikkamagaluru,Acute Diarrheal Disease,Reported in Same Week,64,0
2024,31,2024-07-30,2024-07-30,Kerala,Kollam,Mumps,Reported in Same Week,10,0
2024,31,2024-07-29,2024-07-31,Kerala,Kannur,Hepatitis A,Reported in Same Week,24,0
2024,31,2024-08-03,2024-08-03,Madhya Pradesh,Shajapur,Acute Diarrheal Disease,Reported in Same Week,23,0
2024,31,2024-08-02,2024-08-02,Madhya Pradesh,Bhopal,Acute Diarrheal Disease,Reported in Same Week,20,0
2024,31,2024-08-01,2024-08-02,Madhya Pradesh,Alirajpur,Dengue,Reported in Same Week,22,0
2024,31,2024-08-01,2024-08-01,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported in Same Week,25,0
2024,31,2024-08-01,2024-08-01,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,25,0
2024,31,2024-07-31,2024-08-01,Madhya Pradesh,Harda,Acute Diarrheal Disease,Reported in Same Week,23,1
2024,31,2024-07-31,2024-08-01,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,19,0
2024,31,2024-07-31,2024-07-31,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,28,0
2024,31,2024-07-30,2024-08-01,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,74,0
2024,31,2024-07-29,2024-08-01,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,23,0
2024,31,2024-07-29,2024-07-29,Madhya Pradesh,Chhatarpur,Acute Diarrheal Disease,Reported in Same Week,4,2
2024,31,2024-07-29,2024-07-29,Madhya Pradesh,Harda,Acute Diarrheal Disease,Reported in Same Week,26,0
2024,31,2024-07-29,2024-07-29,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,38,0
2024,31,2024-07-26,2024-07-30,Madhya Pradesh,Singrauli,Leptospirosis,Reported in Same Week,5,0
2024,31,2024-07-26,2024-07-29,Madhya Pradesh,Hoshangabad,Acute Diarrheal Disease,Reported in Same Week,93,0
2024,31,2024-06-29,,Madhya Pradesh,Harda,Dengue,Reported Late,17,0
2024,31,2024-07-30,2024-08-02,Maharashtra,Pune,Zika Virus,Reported in Same Week,1,0
2024,31,2024-07-30,2024-08-01,Maharashtra,Chandrapur,Malaria,Reported in Same Week,2,1
2024,31,2024-07-30,2024-07-31,Maharashtra,Parbhani,Chikungunya,Reported in Same Week,23,0
2024,31,2024-07-30,2024-07-30,Maharashtra,Washim,Chikungunya,Reported in Same Week,19,0
2024,31,2024-07-29,2024-07-30,Maharashtra,Nagpur,Dengue,Reported in Same Week,17,0
2024,31,2024-07-29,2024-07-29,Maharashtra,Dhule,Dengue,Reported in Same Week,15,0
2024,31,2024-07-29,2024-07-29,Maharashtra,Dhule,Dengue,Reported in Same Week,22,0
2024,31,2024-07-28,2024-07-29,Maharashtra,Satara,Acute Diarrheal Disease,Reported in Same Week,16,1
2024,31,2024-07-27,2024-07-29,Maharashtra,Amravati,Acute Diarrheal Disease,Reported in Same Week,25,0
2024,31,2024-07-27,2024-07-29,Maharashtra,Solapur,Zika Virus,Reported in Same Week,1,0
2024,31,2024-07-20,,Maharashtra,Pune,Zika Virus,Reported Late,7,0
2024,31,2024-07-19,,Maharashtra,Pune,Zika Virus,Reported Late,9,0
2024,31,2024-07-13,,Maharashtra,Pune,Zika Virus,Reported Late,5,0
2024,31,2024-07-23,,Manipur,Kakching,Acute Diarrheal Disease,Reported Late,0,0
2024,31,2024-07-25,,Meghalaya,West Jaintia Hills,Measles,Reported Late,13,1
2024,31,2024-07-19,,Meghalaya,Eastern West Khasi Hills,Measles,Reported Late,21,0
2024,31,2024-07-11,,Meghalaya,West Khasi Hills,Human Rabies,Reported Late,1,1
2024,31,2024-07-31,2024-08-01,Mizoram,Aizawl,Mumps,Reported in Same Week,40,0
2024,31,2024-08-03,2024-08-03,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,13,0
2024,31,2024-08-02,2024-08-02,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,20,0
2024,31,2024-07-31,2024-08-02,Odisha,Kandhamal,Acute Diarrheal Disease,Reported in Same Week,16,0
2024,31,2024-07-31,2024-07-31,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,14,0
2024,31,2024-07-30,2024-08-02,Odisha,Ganjam,Acute Diarrheal Disease,Reported in Same Week,17,0
2024,31,2024-07-28,2024-08-01,Odisha,Ganjam,Cholera,Reported in Same Week,33,0
2024,31,2024-07-27,2024-07-29,Odisha,Koraput,Shigellosis,Reported in Same Week,23,2
2024,31,2024-07-26,2024-07-31,Punjab,Kapurthala,Cholera,Reported in Same Week,213,1
2024,31,2024-06-26,,Punjab,Kapurthala,Cholera,Reported Late,20,0
2024,31,2024-07-29,2024-07-29,Rajasthan,Baran,Acute Diarrheal Disease,Reported in Same Week,152,0
2024,31,2024-08-02,2024-08-02,Tamil Nadu,Tiruchirappalli,Mumps,Reported in Same Week,21,0
2024,31,2024-08-02,2024-08-02,Tamil Nadu,Tiruvannamalai,Mumps,Reported in Same Week,9,0
2024,31,2024-08-01,2024-08-03,Tamil Nadu,Tuticorin,Mumps,Reported in Same Week,16,0
2024,31,2024-07-31,2024-08-01,Tamil Nadu,Salem,Mumps,Reported in Same Week,11,0
2024,31,2024-07-29,2024-07-30,Tamil Nadu,Tiruchirappalli,Hepatitis A,Reported in Same Week,16,0
2024,31,2024-08-02,2024-08-03,Uttar Pradesh,Sonbhadra,Acute Diarrheal Disease,Reported in Same Week,15,1
2024,31,2024-07-31,2024-08-01,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,18,0
2024,31,2024-07-30,2024-07-31,Uttar Pradesh,Fatehpur,Acute Diarrheal Disease,Reported in Same Week,30,0
2024,31,2024-07-28,2024-08-03,Uttar Pradesh,Meerut,Acute Diarrheal Disease,Reported in Same Week,18,0
2024,31,2024-07-28,2024-07-30,Uttar Pradesh,Kaushambi,Acute Diarrheal Disease,Reported in Same Week,12,0
2024,31,2024-07-28,2024-07-29,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported in Same Week,32,0
2024,31,2024-07-27,2024-07-30,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,Reported in Same Week,17,0
2024,31,2024-07-27,2024-07-29,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,20,1
2024,31,2024-07-27,2024-07-29,West Bengal,Purba Bardhaman,Acute Diarrheal Disease,Reported in Same Week,22,0
2024,31,2024-07-20,,West Bengal,Purulia,Malaria,Reported Late,24,0
2024,30,2024-07-18,2024-07-22,Andhra Pradesh,Bapatla,Typhoid,Reported in Same Week,38,0
2024,30,2024-07-12,2024-07-24,Andhra Pradesh,Tirupati,Cholera,Reported in Same Week,13,0
2024,30,2024-06-20,,Andhra Pradesh,NTR,Cholera,Reported Late,164,0
2024,30,2024-07-26,2024-07-28,Assam,Kokrajhar,Japanese Encephalitis,Reported in Same Week,1,1
2024,30,2024-07-25,2024-07-26,Assam,Kokrajhar,Leptospirosis,Reported in Same Week,1,1
2024,30,2024-07-24,2024-07-25,Assam,Bongaigaon,Japanese Encephalitis,Reported in Same Week,1,1
2024,30,2024-07-24,2024-07-24,Assam,Karbi Anglong,Acute Encephalitic Syndrome,Reported in Same Week,1,1
2024,30,2024-07-22,2024-07-23,Assam,Goalpara,Japanese Encephalitis,Reported in Same Week,1,1
2024,30,2024-07-22,2024-07-22,Assam,Karbi Anglong,Acute Encephalitic Syndrome,Reported in Same Week,1,1
2024,30,2024-07-19,2024-07-24,Assam,Goalpara,Japanese Encephalitis,Reported in Same Week,1,1
2024,30,2024-07-17,2024-07-22,Assam,Darrang,Japanese Encephalitis,Reported in Same Week,1,1
2024,30,2024-07-11,2024-07-24,Assam,Darrang,Japanese Encephalitis,Reported in Same Week,1,1
2024,30,2024-07-26,2024-07-26,Bihar,Bhojpur,Measles,Reported in Same Week,10,0
2024,30,2024-07-25,2024-07-27,Bihar,Gopalganj,Measles,Reported in Same Week,1,0
2024,30,2024-07-22,2024-07-24,Bihar,Purbi Champaran,Measles,Reported in Same Week,2,0
2024,30,2024-07-21,2024-07-22,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,56,2
2024,30,2024-07-21,2024-07-22,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,25,1
2024,30,2024-07-25,2024-07-26,Chhattisgarh,Sarangarh Bilaigarh,Acute Diarrheal Disease,Reported in Same Week,14,0
2024,30,2024-07-25,2024-07-25,Chhattisgarh,Bijapur,Rubella,Reported in Same Week,2,0
2024,30,2024-07-24,2024-07-25,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,18,0
2024,30,2024-07-23,2024-07-24,Chhattisgarh,Baloda Bazar,Acute Gastroenteritis,Reported in Same Week,59,0
2024,30,2024-07-23,2024-07-24,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,21,0
2024,30,2024-07-23,2024-07-24,Chhattisgarh,Surguja,Malaria,Reported in Same Week,33,0
2024,30,2024-07-23,2024-07-23,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,27,0
2024,30,2024-07-22,2024-07-25,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,Reported in Same Week,84,0
2024,30,2024-07-22,2024-07-24,Chhattisgarh,Bemetara,Acute Diarrheal Disease,Reported in Same Week,60,0
2024,30,2024-07-21,2024-07-26,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported in Same Week,130,0
2024,30,2024-07-20,2024-07-24,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,26,0
2024,30,2024-07-19,2024-07-25,Chhattisgarh,Korba,Malaria,Reported in Same Week,23,0
2024,30,2024-07-19,2024-07-25,Chhattisgarh,Korba,Malaria,Reported in Same Week,67,0
2024,30,2024-07-19,2024-07-25,Chhattisgarh,Korba,Malaria,Reported in Same Week,42,0
2024,30,2024-06-24,,Chhattisgarh,Surguja,Food Poisoning,Reported Late,7,1
2024,30,2024-07-27,2024-07-27,Gujarat,Valsad,Acute Diarrheal Disease,Reported in Same Week,7,0
2024,30,2024-07-25,2024-07-25,Gujarat,Tapi,Acute Diarrheal Disease,Reported in Same Week,8,0
2024,30,2024-07-08,2024-07-27,Himachal Pradesh,Sirmaur,Dengue,Reported in Same Week,156,0
2024,30,2024-07-26,2024-07-26,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,Reported in Same Week,20,0
2024,30,2024-07-25,2024-07-27,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,Reported in Same Week,22,0
2024,30,2024-07-25,2024-07-25,Jammu and Kashmir,Pulwama,Food Poisoning,Reported in Same Week,208,0
2024,30,2024-07-23,2024-07-23,Jammu and Kashmir,Bandipora,Chickenpox,Reported in Same Week,59,0
2024,30,2024-07-21,2024-07-22,Jammu and Kashmir,Kulgam,Acute Diarrheal Disease,Reported in Same Week,23,0
2024,30,2024-07-20,2024-07-22,Jammu and Kashmir,Ganderbal,Acute Diarrheal Disease,Reported in Same Week,19,0
2024,30,2024-07-26,2024-07-26,Jharkhand,East Singhbhum,Malaria,Reported in Same Week,49,0
2024,30,2024-07-25,2024-07-26,Jharkhand,West Singhbhum,Food Poisoning,Reported in Same Week,8,0
2024,30,2024-07-24,2024-07-24,Jharkhand,Deoghar,Food Poisoning,Reported in Same Week,11,0
2024,30,2024-07-24,2024-07-24,Jharkhand,Garhwa,Acute Diarrheal Disease,Reported in Same Week,72,0
2024,30,2024-07-23,2024-07-24,Jharkhand,Dumka,Acute Diarrheal Disease,Reported in Same Week,9,0
2024,30,2024-07-14,2024-07-24,Jharkhand,Sahebganj,Acute Diarrheal Disease,Reported in Same Week,31,0
2024,30,2024-07-25,2024-07-26,Karnataka,Yadgir,Acute Diarrheal Disease,Reported in Same Week,27,0
2024,30,2024-07-27,2024-07-28,Kerala,Wayanad,Acute Gastroenteritis,Reported in Same Week,223,0
2024,30,2024-07-26,2024-07-26,Kerala,Malappuram,Hepatitis A,Reported in Same Week,59,0
2024,30,2024-07-25,2024-07-26,Kerala,Wayanad,Mumps,Reported in Same Week,23,0
2024,30,2024-07-25,2024-07-26,Kerala,Wayanad,Mumps,Reported in Same Week,117,0
2024,30,2024-07-23,2024-07-24,Kerala,Ernakulam,ARI Influenza Like Illness(ILI),Reported in Same Week,19,0
2024,30,2024-07-23,2024-07-24,Kerala,Kozhikode,Hepatitis A,Reported in Same Week,29,0
2024,30,2024-07-20,2024-07-22,Kerala,Malappuram,Nipah Virus,Reported in Same Week,1,1
2024,30,2024-07-19,2024-07-25,Kerala,Idukki,Mumps,Reported in Same Week,15,0
2024,30,2024-06-23,,Kerala,Kannur,Malaria,Reported Late,3,0
2024,30,2024-07-27,2024-07-28,Madhya Pradesh,Guna,Acute Diarrheal Disease,Reported in Same Week,16,0
2024,30,2024-07-27,2024-07-27,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported in Same Week,9,0
2024,30,2024-07-27,2024-07-27,Madhya Pradesh,Mandsaur,Dengue,Reported in Same Week,20,0
2024,30,2024-07-27,2024-07-27,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,40,0
2024,30,2024-07-26,2024-07-26,Madhya Pradesh,Barwani,Cholera,Reported in Same Week,45,0
2024,30,2024-07-26,2024-07-26,Madhya Pradesh,Raisen,Acute Diarrheal Disease,Reported in Same Week,19,0
2024,30,2024-07-26,2024-07-26,Madhya Pradesh,Sehore,Acute Diarrheal Disease,Reported in Same Week,20,0
2024,30,2024-07-26,2024-07-26,Madhya Pradesh,Sehore,Malaria,Reported in Same Week,9,0
2024,30,2024-07-26,2024-07-26,Madhya Pradesh,Sehore,Dengue,Reported in Same Week,7,0
2024,30,2024-07-26,2024-07-26,Madhya Pradesh,Vidisha,Acute Diarrheal Disease,Reported in Same Week,9,0
2024,30,2024-07-25,2024-07-26,Madhya Pradesh,Balaghat,Acute Diarrheal Disease,Reported in Same Week,8,0
2024,30,2024-07-25,2024-07-25,Madhya Pradesh,Mandla,Cholera,Reported in Same Week,30,0
2024,30,2024-07-25,2024-07-25,Madhya Pradesh,Narsinghpur,Dengue,Reported in Same Week,31,0
2024,30,2024-07-25,2024-07-25,Madhya Pradesh,Narsinghpur,Dengue,Reported in Same Week,21,0
2024,30,2024-07-25,2024-07-25,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,66,1
2024,30,2024-07-24,2024-07-24,Madhya Pradesh,Gwalior,Only Fever less than 7 days,Reported in Same Week,15,0
2024,30,2024-07-24,2024-07-24,Madhya Pradesh,Khargone,Acute Diarrheal Disease,Reported in Same Week,16,0
2024,30,2024-07-23,2024-07-25,Madhya Pradesh,Umaria,Acute Diarrheal Disease,Reported in Same Week,14,3
2024,30,2024-07-23,2024-07-23,Madhya Pradesh,Dewas,Acute Diarrheal Disease,Reported in Same Week,47,0
2024,30,2024-07-23,2024-07-23,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,14,0
2024,30,2024-07-22,2024-07-24,Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,Reported in Same Week,27,0
2024,30,2024-07-22,2024-07-24,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,27,0
2024,30,2024-07-22,2024-07-23,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported in Same Week,32,0
